epoch,loss,loss/data,loss/ic,loss/res,loss/zeta,lr,step
79,0.29891636967658997,0.26565659046173096,0.008808561600744724,0.02445119433104992,0.008818616159260273,,7999
,,,,,,0.001,8000
80,0.29370710253715515,0.26643839478492737,0.0064860982820391655,0.02078266441822052,0.008713483810424805,,8099
,,,,,,0.001,8100
81,0.3127225935459137,0.28786635398864746,0.0024210121482610703,0.022435244172811508,0.008533230982720852,,8199
,,,,,,0.001,8200
82,0.30369123816490173,0.2794971466064453,0.0023840295616537333,0.02181006409227848,0.008354531601071358,,8299
,,,,,,0.001,8300
83,0.30316951870918274,0.27727562189102173,0.004513729363679886,0.021380066871643066,0.00817796215415001,,8399
,,,,,,0.001,8400
84,0.28799864649772644,0.2576904892921448,0.00719396211206913,0.023114211857318878,0.00806481670588255,,8499
,,,,,,0.001,8500
85,0.3030930459499359,0.28126510977745056,0.0015488595236092806,0.02027904987335205,0.007953292690217495,,8599
,,,,,,0.001,8600
86,0.29617077112197876,0.27160733938217163,0.003453885205090046,0.02110949531197548,0.00790045503526926,,8699
,,,,,,0.001,8700
87,0.31444981694221497,0.27413344383239746,0.01683463156223297,0.02348165214061737,0.007786987349390984,,8799
,,,,,,0.001,8800
88,0.299782395362854,0.2768317759037018,0.0033915573731064796,0.019559206441044807,0.007695656735450029,,8899
,,,,,,0.001,8900
89,0.30949220061302185,0.2820751965045929,0.004449101164937019,0.02296788990497589,0.007141105830669403,,8999
,,,,,,0.001,9000
90,0.30048608779907227,0.27892181277275085,0.0011649420484900475,0.020399387925863266,0.007046604063361883,,9099
,,,,,,0.001,9100
91,0.3024086356163025,0.27831411361694336,0.0025147844571620226,0.02157958410680294,0.006748025305569172,,9199
,,,,,,0.001,9200
92,0.3070264756679535,0.27778565883636475,0.0068104383535683155,0.02243046835064888,0.006541145499795675,,9299
,,,,,,0.001,9300
93,0.3028404414653778,0.2685910761356354,0.012750709429383278,0.021498700603842735,0.0063902526162564754,,9399
,,,,,,0.001,9400
94,0.29623425006866455,0.26866984367370605,0.005829780828207731,0.02173469588160515,0.006306041497737169,,9499
,,,,,,0.001,9500
95,0.3028971254825592,0.27231869101524353,0.007815692573785782,0.022762788459658623,0.006087673362344503,,9599
,,,,,,0.001,9600
96,0.2998451292514801,0.27480170130729675,0.004961621481925249,0.020081669092178345,0.005840637721121311,,9699
,,,,,,0.001,9700
97,0.2949743866920471,0.26663997769355774,0.005270650610327721,0.02306370995938778,0.00571083091199398,,9799
,,,,,,0.001,9800
98,0.3008114993572235,0.27141159772872925,0.003342017764225602,0.026057763025164604,0.005623991601169109,,9899
,,,,,,0.001,9900
99,0.30424198508262634,0.27862322330474854,0.001981147564947605,0.023637574166059494,0.005412379279732704,,9999
,,,,,,0.001,10000
100,0.30527523159980774,0.28045475482940674,0.002963973907753825,0.021856598556041718,0.005242382641881704,,10099
,,,,,,0.001,10100
101,0.2852478623390198,0.2642402946949005,0.0018707152921706438,0.01913681998848915,0.005061730742454529,,10199
,,,,,,0.001,10200
102,0.3013985753059387,0.2668234705924988,0.012369422242045403,0.022205611690878868,0.004751246888190508,,10299
,,,,,,0.001,10300
103,0.2979312241077423,0.2753986120223999,0.005160043481737375,0.017372414469718933,0.004582347813993692,,10399
,,,,,,0.001,10400
104,0.2995476722717285,0.27387210726737976,0.004496951121836901,0.021178489550948143,0.004415221977978945,,10499
,,,,,,0.001,10500
105,0.3075672388076782,0.2802400588989258,0.005634996574372053,0.021692262962460518,0.004066383000463247,,10599
,,,,,,0.001,10600
106,0.2884732782840729,0.26123884320259094,0.004580629523843527,0.022653736174106598,0.002788843819871545,,10699
,,,,,,0.001,10700
107,0.30757778882980347,0.27738144993782043,0.00748854223638773,0.022707844153046608,0.0023759922478348017,,10799
,,,,,,0.001,10800
108,0.2893771827220917,0.26561105251312256,0.0029088137671351433,0.020857295021414757,0.0022185412235558033,,10899
,,,,,,0.001,10900
109,0.2933129072189331,0.2658125162124634,0.0045998357236385345,0.0229007750749588,0.0020196514669805765,,10999
,,,,,,0.001,11000
110,0.31135472655296326,0.2765313386917114,0.013785659335553646,0.02103780396282673,0.0019272308563813567,,11099
,,,,,,0.001,11100
111,0.2897646129131317,0.2624959349632263,0.006056474521756172,0.021212102845311165,0.0017530577024444938,,11199
,,,,,,0.001,11200
112,0.2966504991054535,0.2732991874217987,0.0021764400880783796,0.021174928173422813,0.0016975647304207087,,11299
,,,,,,0.001,11300
113,0.29273223876953125,0.2709035277366638,0.0012646315153688192,0.020564131438732147,0.001825520652346313,,11399
,,,,,,0.001,11400
114,0.3000185191631317,0.2672782838344574,0.011018586345016956,0.021721696481108665,0.0019351067021489143,,11499
,,,,,,0.001,11500
115,0.2920216917991638,0.2636721134185791,0.007861562073230743,0.02048797905445099,0.0021727753337472677,,11599
,,,,,,0.001,11600
116,0.295036643743515,0.26647093892097473,0.007003584876656532,0.021562129259109497,0.0019477184396237135,,11699
,,,,,,0.001,11700
117,0.30275481939315796,0.2710000276565552,0.010256355628371239,0.021498532965779305,0.001541994628496468,,11799
,,,,,,0.0005,11800
118,0.2556675672531128,0.2345556616783142,0.004414623137563467,0.016697322949767113,0.0013659466058015823,,11899
,,,,,,0.0005,11900
119,0.2550395429134369,0.23459425568580627,0.004471237771213055,0.015973972156643867,0.0013531711883842945,,11999
,,,,,,0.0005,12000
120,0.2545045018196106,0.23379091918468475,0.0035297153517603874,0.017183875665068626,0.0013584076659753919,,12099
,,,,,,0.0005,12100
121,0.2512073218822479,0.23244836926460266,0.002602541819214821,0.016156433150172234,0.0015138501767069101,,12199
,,,,,,0.0005,12200
122,0.25261664390563965,0.23418374359607697,0.002200628165155649,0.01623222790658474,0.002520861802622676,,12299
,,,,,,0.0005,12300
123,0.25746840238571167,0.24182744324207306,0.0007763851317577064,0.01486462727189064,0.0035279938019812107,,12399
,,,,,,0.0005,12400
124,0.25509917736053467,0.23241105675697327,0.004600317217409611,0.018087727949023247,0.0039545102044939995,,12499
,,,,,,0.0005,12500
125,0.24886806309223175,0.23155628144741058,0.001116118859499693,0.016195615753531456,0.004133609589189291,,12599
,,,,,,0.0005,12600
126,0.257099449634552,0.23749399185180664,0.0031033905688673258,0.016502156853675842,0.005689959041774273,,12699
,,,,,,0.0005,12700
127,0.25234654545783997,0.23361553251743317,0.0022435509599745274,0.016487371176481247,0.006658756174147129,,12799
,,,,,,0.0005,12800
128,0.2514250874519348,0.23481214046478271,0.0012750463793054223,0.015337836928665638,0.0067228395491838455,,12899
,,,,,,0.0005,12900
129,0.2525132894515991,0.23562327027320862,0.0015301480889320374,0.015359802171587944,0.008449764922261238,,12999
,,,,,,0.0005,13000
130,0.2531017065048218,0.23071885108947754,0.004242258612066507,0.018140669912099838,0.010435015894472599,,13099
,,,,,,0.0005,13100
131,0.2472800463438034,0.2292993664741516,0.0010492673609405756,0.016931531950831413,0.011422347277402878,,13199
,,,,,,0.0005,13200
132,0.2525247633457184,0.233649343252182,0.0022906986996531487,0.016584856435656548,0.012568188831210136,,13299
,,,,,,0.0005,13300
133,0.25420692563056946,0.23589307069778442,0.002252905396744609,0.01606106199324131,0.012773260474205017,,13399
,,,,,,0.0005,13400
134,0.25499963760375977,0.23480017483234406,0.002778704511001706,0.017420748248696327,0.013553110882639885,,13499
,,,,,,0.0005,13500
135,0.25949588418006897,0.23844805359840393,0.003583804704248905,0.017464060336351395,0.014535026624798775,,13599
,,,,,,0.0005,13600
136,0.24978095293045044,0.2325626015663147,0.0005422602407634258,0.01667618192732334,0.015813158825039864,,13699
,,,,,,0.0005,13700
137,0.2551046311855316,0.23545651137828827,0.0026590111665427685,0.016989154741168022,0.017047513276338577,,13799
,,,,,,0.0005,13800
138,0.25659167766571045,0.23729385435581207,0.0026709174271672964,0.016626914963126183,0.01645478419959545,,13899
,,,,,,0.0005,13900
139,0.25369057059288025,0.23713450133800507,0.0011480265529826283,0.015407968312501907,0.016790520399808884,,13999
,,,,,,0.0005,14000
140,0.255683958530426,0.23454923927783966,0.003421706845983863,0.01771293208003044,0.017685549333691597,,14099
,,,,,,0.0005,14100
141,0.25725826621055603,0.2380467802286148,0.002689121523872018,0.016522347927093506,0.017953330650925636,,14199
,,,,,,0.0005,14200
142,0.2513914108276367,0.23496325314044952,0.0003965251089539379,0.016031641513109207,0.0195010993629694,,14299
,,,,,,0.0005,14300
143,0.2534012496471405,0.23327484726905823,0.0027747557032853365,0.017351754009723663,0.02080700732767582,,14399
,,,,,,0.0005,14400
144,0.252111554145813,0.23353442549705505,0.001994685037061572,0.016582561656832695,0.021626070141792297,,14499
,,,,,,0.0005,14500
145,0.255806565284729,0.23808912932872772,0.001333207474090159,0.01638428121805191,0.022465303540229797,,14599
,,,,,,0.0005,14600
146,0.25197428464889526,0.23221950232982635,0.00209077843464911,0.017664097249507904,0.02377435937523842,,14699
,,,,,,0.0005,14700
147,0.2553059458732605,0.23469628393650055,0.0018046911573037505,0.018804827705025673,0.024306006729602814,,14799
,,,,,,0.0005,14800
148,0.2526894509792328,0.23671407997608185,0.0005400226218625903,0.015435448847711086,0.025688601657748222,,14899
,,,,,,0.0005,14900
149,0.25636807084083557,0.23865652084350586,0.0022760636638849974,0.015435486100614071,0.02726018615067005,,14999
,,,,,,0.0005,15000
150,0.25250887870788574,0.23446142673492432,0.0017717094160616398,0.016275692731142044,0.02700725756585598,,15099
,,,,,,0.0005,15100
151,0.2507023513317108,0.23041126132011414,0.002871236065402627,0.017419790849089622,0.027055243030190468,,15199
,,,,,,0.0005,15200
152,0.2512204945087433,0.2320443093776703,0.0016224193386733532,0.017553720623254776,0.028497733175754547,,15299
,,,,,,0.0005,15300
153,0.25096699595451355,0.23392759263515472,0.0013455323642119765,0.015693897381424904,0.02989758551120758,,15399
,,,,,,0.0005,15400
154,0.24951355159282684,0.23032167553901672,0.0021343298722058535,0.01705750823020935,0.03063211403787136,,15499
,,,,,,0.0005,15500
155,0.24849435687065125,0.22992126643657684,0.0020631980150938034,0.016509801149368286,0.032525189220905304,,15599
,,,,,,0.0005,15600
156,0.25071436166763306,0.23137468099594116,0.0021638497710227966,0.017175860702991486,0.03351607173681259,,15699
,,,,,,0.0005,15700
157,0.25038909912109375,0.23090265691280365,0.0019576186314225197,0.017528681084513664,0.034901879727840424,,15799
,,,,,,0.0005,15800
158,0.25294744968414307,0.23330387473106384,0.0018708518473431468,0.017772579565644264,0.037009961903095245,,15899
,,,,,,0.0005,15900
159,0.2508867084980011,0.2325173169374466,0.0015015655662864447,0.016867749392986298,0.0390503965318203,,15999
,,,,,,0.0005,16000
160,0.2492084503173828,0.22977304458618164,0.0016338026616722345,0.017801558598876,0.04067238047719002,,16099
,,,,,,0.0005,16100
161,0.24620768427848816,0.22721433639526367,0.0017959136748686433,0.017197342589497566,0.04297206178307533,,16199
,,,,,,0.0005,16200
162,0.2478882521390915,0.22731636464595795,0.0022656109649688005,0.01830628328025341,0.04734591394662857,,16299
,,,,,,0.0005,16300
163,0.24898883700370789,0.23003698885440826,0.0023391558788716793,0.016612671315670013,0.050917092710733414,,16399
,,,,,,0.0005,16400
164,0.25319021940231323,0.23400986194610596,0.0032439071219414473,0.015936342999339104,0.05237767472863197,,16499
,,,,,,0.0005,16500
165,0.2505466341972351,0.2313365936279297,0.002467077225446701,0.016742924228310585,0.056428682059049606,,16599
,,,,,,0.0005,16600
166,0.24825610220432281,0.23152978718280792,0.0009148240205831826,0.015811488032341003,0.06228209286928177,,16699
,,,,,,0.0005,16700
167,0.2568723261356354,0.2374790459871292,0.003684557741507888,0.015708722174167633,0.0682053491473198,,16799
,,,,,,0.0005,16800
168,0.25009214878082275,0.23286563158035278,0.00111060356721282,0.01611602120101452,0.07010143250226974,,16899
,,,,,,0.0005,16900
169,0.25540682673454285,0.23767131567001343,0.00244000181555748,0.01529543474316597,0.0751318484544754,,16999
,,,,,,0.0005,17000
170,0.24338862299919128,0.22555246949195862,0.0012884237803518772,0.01654771715402603,0.07991663366556168,,17099
,,,,,,0.0005,17100
171,0.24814634025096893,0.22989198565483093,0.001577609102241695,0.01667669601738453,0.0810873731970787,,17199
,,,,,,0.0005,17200
172,0.2525939643383026,0.23406235873699188,0.0018640992930158973,0.016667522490024567,0.08052583038806915,,17299
,,,,,,0.0005,17300
173,0.24763496220111847,0.2276860624551773,0.0020489273592829704,0.017899924889206886,0.08387689292430878,,17399
,,,,,,0.0005,17400
174,0.2456894963979721,0.22705601155757904,0.0011057163355872035,0.01752777211368084,0.08614452183246613,,17499
,,,,,,0.0005,17500
175,0.24346201121807098,0.22739198803901672,0.00041362689808011055,0.015656374394893646,0.09004747122526169,,17599
,,,,,,0.0005,17600
176,0.24826917052268982,0.2279755175113678,0.0032270606607198715,0.017066719010472298,0.09600073099136353,,17699
,,,,,,0.0005,17700
177,0.2500849962234497,0.23152263462543488,0.0020734614226967096,0.016488874331116676,0.1003061830997467,,17799
,,,,,,0.0005,17800
178,0.24216406047344208,0.22580304741859436,0.000644599727820605,0.015716467052698135,0.10459492355585098,,17899
,,,,,,0.0005,17900
179,0.24814338982105255,0.2285044640302658,0.002632324118167162,0.017006607726216316,0.11117251962423325,,17999
,,,,,,0.0005,18000
180,0.24839936196804047,0.2291831076145172,0.0020471729803830385,0.01716897450387478,0.11532185226678848,,18099
,,,,,,0.0005,18100
181,0.2484462708234787,0.2288525104522705,0.0018852876964956522,0.01770838350057602,0.12004446983337402,,18199
,,,,,,0.0005,18200
182,0.2552472651004791,0.23554880917072296,0.0023983146529644728,0.017300153151154518,0.12704573571681976,,18299
,,,,,,0.0005,18300
183,0.2505377531051636,0.23317153751850128,0.0024409061297774315,0.014925423078238964,0.12817010283470154,,18399
,,,,,,0.0005,18400
184,0.24919253587722778,0.22787700593471527,0.0037056254222989082,0.017610033974051476,0.13157163560390472,,18499
,,,,,,0.0005,18500
185,0.244219109416008,0.22666192054748535,0.0012677753111347556,0.016289513558149338,0.13489797711372375,,18599
,,,,,,0.0005,18600
186,0.24827197194099426,0.2301378697156906,0.002119762124493718,0.016014402732253075,0.1379258930683136,,18699
,,,,,,0.0005,18700
187,0.24581599235534668,0.22583018243312836,0.002882288070395589,0.017103541642427444,0.1435641050338745,,18799
,,,,,,0.0005,18800
188,0.24747082591056824,0.22741948068141937,0.002494318876415491,0.01755692809820175,0.1491798758506775,,18899
,,,,,,0.0005,18900
189,0.24397893249988556,0.22509363293647766,0.002193933352828026,0.01669136993587017,0.15229016542434692,,18999
,,,,,,0.0005,19000
190,0.24337400496006012,0.2236066460609436,0.002621724968776107,0.01714559830725193,0.1594153493642807,,19099
,,,,,,0.0005,19100
191,0.24681320786476135,0.2262534350156784,0.0033454056829214096,0.017214423045516014,0.16499219834804535,,19199
,,,,,,0.0005,19200
192,0.23932266235351562,0.22175338864326477,0.000940403260756284,0.016628693789243698,0.17165148258209229,,19299
,,,,,,0.0005,19300
193,0.24313867092132568,0.22426049411296844,0.0027846237644553185,0.01609361171722412,0.17996133863925934,,19399
,,,,,,0.0005,19400
194,0.25042784214019775,0.22892580926418304,0.003227275563403964,0.018274735659360886,0.18772000074386597,,19499
,,,,,,0.0005,19500
195,0.2491731196641922,0.2317601591348648,0.0016743915621191263,0.01573852263391018,0.1928568184375763,,19599
,,,,,,0.0005,19600
196,0.24549831449985504,0.22876878082752228,0.0014578852569684386,0.015271655283868313,0.20244406163692474,,19699
,,,,,,0.0005,19700
197,0.24239499866962433,0.22236128151416779,0.0030591683462262154,0.016974536702036858,0.21347424387931824,,19799
,,,,,,0.0005,19800
198,0.2368675023317337,0.22104983031749725,0.0003913854598067701,0.015426086261868477,0.22465141117572784,,19899
,,,,,,0.0005,19900
199,0.24224035441875458,0.22558283805847168,0.0015799420652911067,0.015077512711286545,0.23604756593704224,,19999
,,,,,,0.0005,20000
200,0.24025574326515198,0.21988222002983093,0.0032560473773628473,0.017117464914917946,0.24598078429698944,,20099
,,,,,,0.0005,20100
201,0.24302951991558075,0.2236347645521164,0.0023215957917273045,0.017073195427656174,0.24883651733398438,,20199
,,,,,,0.0005,20200
202,0.24604611098766327,0.22795510292053223,0.0016371639212593436,0.016453959047794342,0.2543753981590271,,20299
,,,,,,0.0005,20300
203,0.2447046935558319,0.2255953550338745,0.0017648672219365835,0.01734435372054577,0.26247164607048035,,20399
,,,,,,0.0005,20400
204,0.24405544996261597,0.22480817139148712,0.0022257689852267504,0.017021477222442627,0.274788498878479,,20499
,,,,,,0.0005,20500
205,0.24195846915245056,0.22265759110450745,0.0022606903221458197,0.01704009622335434,0.2867957651615143,,20599
,,,,,,0.0005,20600
206,0.24412043392658234,0.22347357869148254,0.0034625022672116756,0.017184387892484665,0.3006989061832428,,20699
,,,,,,0.0005,20700
207,0.2389908879995346,0.22298777103424072,0.0007751885568723083,0.015227915719151497,0.31216922402381897,,20799
,,,,,,0.0005,20800
208,0.24207843840122223,0.22221270203590393,0.003469155402854085,0.016396645456552505,0.3260939121246338,,20899
,,,,,,0.0005,20900
209,0.24154482781887054,0.22440029680728912,0.0015073097310960293,0.015637172386050224,0.33913615345954895,,20999
,,,,,,0.0005,21000
210,0.24355261027812958,0.22609543800354004,0.002326358575373888,0.015130575746297836,0.35648319125175476,,21099
,,,,,,0.0005,21100
211,0.24102874100208282,0.22090867161750793,0.0032577503006905317,0.016862351447343826,0.370357871055603,,21199
,,,,,,0.0005,21200
212,0.23765689134597778,0.21869026124477386,0.0019234780920669436,0.017043009400367737,0.38037294149398804,,21299
,,,,,,0.0005,21300
213,0.23815417289733887,0.21960361301898956,0.0018631407292559743,0.016687490046024323,0.3926521837711334,,21399
,,,,,,0.0005,21400
214,0.23996782302856445,0.22114267945289612,0.0020582368597388268,0.0167669840157032,0.40950459241867065,,21499
