t,x_observed,x_pred,v_pred,zeta_pred,zeta_true
8.190955e-01,2.347540e-02,7.241964e-05,-5.414061e-02,1.686956e-01,1.500000e-01
8.241206e-01,3.175279e-02,-2.966523e-04,-5.149497e-02,1.686956e-01,1.500000e-01
8.291457e-01,5.573704e-03,-6.718636e-04,-4.866488e-02,1.686956e-01,1.500000e-01
8.341708e-01,9.045272e-03,-1.053095e-03,-4.565181e-02,1.686956e-01,1.500000e-01
8.391960e-01,3.854381e-02,-1.439869e-03,-4.245763e-02,1.686956e-01,1.500000e-01
8.442211e-01,3.950218e-03,-1.832366e-03,-3.908391e-02,1.686956e-01,1.500000e-01
8.492462e-01,1.543281e-02,-2.230108e-03,-3.553192e-02,1.686956e-01,1.500000e-01
8.542713e-01,2.587826e-03,-2.633035e-03,-3.180440e-02,1.686956e-01,1.500000e-01
8.592965e-01,-1.323145e-03,-3.041029e-03,-2.790202e-02,1.686956e-01,1.500000e-01
8.643216e-01,7.014151e-03,-3.453732e-03,-2.382724e-02,1.686956e-01,1.500000e-01
8.693467e-01,-2.082754e-02,-3.871143e-03,-1.958184e-02,1.686956e-01,1.500000e-01
8.743718e-01,4.533608e-04,-4.292905e-03,-1.516764e-02,1.686956e-01,1.500000e-01
8.793970e-01,2.130099e-02,-4.719198e-03,-1.058732e-02,1.686956e-01,1.500000e-01
8.844221e-01,-4.550349e-02,-5.149603e-03,-5.842492e-03,1.686956e-01,1.500000e-01
8.894472e-01,4.255529e-03,-5.584002e-03,-9.361356e-04,1.686956e-01,1.500000e-01
8.944724e-01,-1.332191e-02,-6.022394e-03,4.129514e-03,1.686956e-01,1.500000e-01
8.994975e-01,-5.675443e-02,-6.464362e-03,9.352252e-03,1.686956e-01,1.500000e-01
9.045226e-01,-1.465251e-02,-6.909966e-03,1.472868e-02,1.686956e-01,1.500000e-01
9.095477e-01,-4.419109e-02,-7.359147e-03,2.025585e-02,1.686956e-01,1.500000e-01
9.145729e-01,-4.765528e-02,-7.811487e-03,2.593116e-02,1.686956e-01,1.500000e-01
9.195980e-01,-3.280756e-02,-8.267105e-03,3.175135e-02,1.686956e-01,1.500000e-01
9.246231e-01,-2.807343e-02,-8.725643e-03,3.771220e-02,1.686956e-01,1.500000e-01
9.296482e-01,-1.646151e-02,-9.187400e-03,4.381104e-02,1.686956e-01,1.500000e-01
9.346734e-01,-5.962143e-03,-9.651721e-03,5.004407e-02,1.686956e-01,1.500000e-01
9.396985e-01,-2.782644e-02,-1.011890e-02,5.640708e-02,1.686956e-01,1.500000e-01
9.447236e-01,-1.071537e-02,-1.058835e-02,6.289639e-02,1.686956e-01,1.500000e-01
9.497487e-01,-1.464079e-02,-1.106066e-02,6.950770e-02,1.686956e-01,1.500000e-01
9.547739e-01,2.848773e-02,-1.153499e-02,7.623671e-02,1.686956e-01,1.500000e-01
9.597990e-01,-2.692241e-02,-1.201153e-02,8.307929e-02,1.686956e-01,1.500000e-01
9.648241e-01,3.435429e-03,-1.249027e-02,9.003069e-02,1.686956e-01,1.500000e-01
9.698492e-01,5.520920e-03,-1.297122e-02,9.708668e-02,1.686956e-01,1.500000e-01
9.748744e-01,8.659076e-03,-1.345378e-02,1.042428e-01,1.686956e-01,1.500000e-01
9.798995e-01,2.863698e-02,-1.393837e-02,1.114933e-01,1.686956e-01,1.500000e-01
9.849246e-01,3.095243e-02,-1.442462e-02,1.188337e-01,1.686956e-01,1.500000e-01
9.899497e-01,-8.883951e-03,-1.491249e-02,1.262594e-01,1.686956e-01,1.500000e-01
9.949749e-01,5.774194e-03,-1.540178e-02,1.337654e-01,1.686956e-01,1.500000e-01
1.000000e+00,3.232780e-02,-1.589245e-02,1.413469e-01,1.686956e-01,1.500000e-01
